기업명,내용,키워드,경력,학력,마감일,웹사이트
㈜빗썸코리아,빗썸코리아 Tech Recruiter 채용,"인사, 노무, 교육",경력,초대졸↑,~2021.09.07,https://www.jobkorea.co.kr//Recruit/Co_Read/C/btc0117?Oem_Code=C1&PageGbn=ST
특허법인 태평양,[특허법인 태평양-긴급] 해외특허 출원관리 경력직 채용,"사무, 총무, 법무, 법률, 특허, 상표",경력,초대졸↑,~2021.06.16,https://www.jobkorea.co.kr//Recruit/Co_Read/C/BKLPAT?Oem_Code=C1&PageGbn=ST
엘지디스플레이,Simulation 분야 석/박사 경력사원 모집,"반도체, 디스플레이",경력,석사↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1548861
엘지디스플레이,안전 활동 운영/관리 전담 계약직 채용,"전기, 소방, 통신, 안전, 시설, 보안, 경비, 안전, 생산관리, 공정관리, 품질관리",신입,초대졸↑,~2021.06.13,https://www.jobkorea.co.kr/Company/1548861
㈜코리아센터,온라인 광고 sales 및 광고 관리자 모집,"마케팅, 광고, 분석, 웹마케팅, 경영분석, 컨설턴트",경력,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1548861
에스엔유프리시젼㈜,상반기 부문별 채용 모집,"웹프로그래머, 응용프로그래머, 시스템프로그래머 외",신입·경력,대졸↑,~2021.07.09,https://www.jobkorea.co.kr/Company/1614696
㈜야놀자,[야놀자] [예산관리팀] 관리회계 담당자,"경리, 회계, 결산, 재무, 세무, IR",경력,학력무관,~2021.07.09,https://www.jobkorea.co.kr/Company/1614696
유한책임회사 딜리버리히어로코리아,[Contract] Recruiting Coordinator (신입 가능),"인사, 노무, 교육",신입,학력무관,~2021.08.08,https://www.jobkorea.co.kr/Company/1816096
ANYONE,영업관리 경력 및 신입 채용,"영업관리, 지원, 영업기획",신입·경력,초대졸↑,~2021.07.09,https://www.jobkorea.co.kr//Recruit/Co_Read/C/anyone3350?Oem_Code=C1&PageGbn=ST
㈜푸르밀,2021년 ㈜푸르밀 전주공장(생산관리담당/전기관리) 수시채용,"사무, 총무, 법무, 시설, 보안, 경비, 안전, 바이오, 제약, 식품 외",신입·경력,고졸↑,~2021.06.14,https://www.jobkorea.co.kr/Company/1941166
팅크웨어㈜,아이나비 광고 그래픽디자인 담당 계약직 모집(정규직 전환형),"그래픽디자인, CG",신입·경력,초대졸↑,~2021.06.23,https://www.jobkorea.co.kr/Company/1416446
㈜카카오엔터프라이즈,[테크커뮤니케이션] Technical Writer 인턴 영입,"컨텐츠, 사이트운영, HTML, 퍼블리싱, UI개발",인턴·경력무관,학력무관,~2021.06.23,https://www.jobkorea.co.kr/Company/1416446
네이버웹툰㈜,Content Localization Coordinator - Japan ( 경력 ),"외국어, 번역, 통역",경력,대졸↑,~2021.06.30,https://www.jobkorea.co.kr/Company/16152443
테슬라코리아(유),"[Tesla] Charging Intern (6 months contract), Seoul, Korea","전기, 전자, 제어",인턴·신입,학력무관,~2021.06.14,https://www.jobkorea.co.kr//Recruit/Co_Read/C/teslakorea1?Oem_Code=C1&PageGbn=ST
㈜위메프,[위메프서비스] CI/CD 엔지니어(정규직),"웹프로그래머, 네트워크, 서버, 보안",경력,학력무관,~2021.07.07,https://www.jobkorea.co.kr/Company/1925825
㈜위메프,[위메프서비스] NoSQL 데이터베이스 엔지니어(정규직),"DBA, 데이터베이스",경력,학력무관,~2021.07.07,https://www.jobkorea.co.kr/Company/1925825
㈜중앙애드넷아이엔씨,"[네이버/카카오 공식대행사] 광고기획팀 신입,대리급 모집","마케팅, 광고, 분석, 웹마케팅",신입·경력,초대졸↑,~2021.06.23,https://www.jobkorea.co.kr/Company/1554020
DHL Global Forwarding Korea Ltd.,DHL 글로벌 포워딩 코리아 영업부 인턴(1년) 모집 (서울),"수출입, 무역사무",인턴·신입·경력,대졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1865712
㈜카카오엔터프라이즈,[버티컬팀] 신사업 B2B SaaS 플랫폼 DevOps,"웹프로그래머, 응용프로그래머",경력무관,학력무관,~2021.06.16,https://www.jobkorea.co.kr/Company/1865712
이지케어텍㈜,"이지케어텍 개발자, 컨설턴트 경력사원 공개채용","웹프로그래머, 응용프로그래머, 시스템프로그래머 외",경력,학력무관,~2021.06.30,https://www.jobkorea.co.kr/Company/1805052
㈜GS리테일,"GS네트웍스 상시채용(IT, 가공식품 영업관리)","웹프로그래머, 응용프로그래머, 웹기획, PM 외",신입·경력,학력무관,~2021.06.20,https://www.jobkorea.co.kr/Company/1453517
㈜YG엔터테인먼트,[YG엔터테인먼트] 경영관리(신입 및 경력) / 내부회계관리제도 담당자,"경리, 회계, 결산, 재무, 세무, IR",신입·경력,대졸↑,~2021.06.23,https://www.jobkorea.co.kr/Company/1492866
SK하이닉스,Lithography 공정 EUV 광소재 분야 경력 채용,"반도체, 디스플레이, 연구소, R&D",경력,박사↑,~2021.06.21,https://www.jobkorea.co.kr/Company/1496894
SK하이닉스,계측융합기술분야 경력사원 2차 채용,"반도체, 디스플레이, 연구소, R&D",경력,박사↑,~2021.06.21,https://www.jobkorea.co.kr/Company/1496894
SK하이닉스,CD Application Engineering 경력 모집,"반도체, 디스플레이, 연구소, R&D",경력,대졸↑,~2021.06.21,https://www.jobkorea.co.kr/Company/1496894
SK하이닉스,반도체 부품 세정/코팅 구매 경력 채용,"반도체, 디스플레이, 연구소, R&D, 구매, 자재",경력,대졸↑,~2021.06.22,https://www.jobkorea.co.kr/Company/1496894
SK하이닉스,PKG개발 SMT 공정 개발 경력사원 채용,"반도체, 디스플레이, 연구소, R&D, 생산관리, 공정관리, 품질관리",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1496894
에스케이이노베이션,경영경제연구소 Researcher 채용,"연구소, R&D",경력,대졸↑,~2021.06.13,https://www.jobkorea.co.kr/Company/1597345
팅크웨어㈜,아이나비 전장(Automotive) SW 개발 담당 경력자 모집,"소프트웨어, 하드웨어",경력,학력무관,~2021.06.23,https://www.jobkorea.co.kr/Company/1416446
교원그룹,[교원그룹] 구매팀 신입/경력직 수시채용 (구매관리),"사무, 총무, 법무",신입·경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1665398
두산,[유통BU] 온라인 MD 경력 채용,"상품기획, MD, 웹기획, PM",경력,,~2021.06.15,https://www.jobkorea.co.kr/Company/1475945
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
두산로보틱스,제품영상 기획 및 촬영,"영상, 사진, 촬영",경력,,~2021.06.13,https://www.jobkorea.co.kr/Company/16151359
에스케이이노베이션,ESG전략실 경력사원 채용,"기획, 전략, 경영",경력,대졸↑,~2021.06.13,https://www.jobkorea.co.kr/Company/1597345
콘티넨탈 오토모티브 일렉트로닉스 유한회사,콘티넨탈 부문별 신입/경력 인재영입,"기획, 전략, 경영, 경리, 회계, 결산, 재무, 세무, IR 외",신입·경력,대졸↑,~2021.06.19,https://www.jobkorea.co.kr/Company/1722619
네이버파이낸셜,하계 SW개발자 인턴십,"소프트웨어, 하드웨어, 응용프로그래머, HTML, 퍼블리싱, UI개발",인턴·신입,,~2021.06.16,https://www.jobkorea.co.kr/Company/16154019
네이버파이낸셜,AML 데이터 분석/모델링 인턴십,"빅데이터, AI(인공지능), 리서치, 통계, 설문",인턴·신입,,~2021.06.18,https://www.jobkorea.co.kr/Company/16154019
㈜소셜뉴스,[위키트리] 뉴스 프로그램 `오늘은 머니` 영상 PD 채용 (신입/경력),"감독, 연출, PD, 마케팅, 광고, 분석, 홍보, PR",신입·경력,학력무관,~2021.06.20,https://www.jobkorea.co.kr//Recruit/Co_Read/C/wikitree?Oem_Code=C1&PageGbn=ST
㈜대웅제약,[대웅제약] 세포치료사업팀 생산담당 신입사원 모집,"바이오, 제약, 식품, 생산, 제조, 설비, 조립",신입,초대졸↑,~2021.06.23,https://www.jobkorea.co.kr/Company/1571753
고려신용정보㈜,금융지원1팀 정규직 채용 (신입 지원 가능),"사무, 총무, 법무, 사무보조, 문서작성, 채권, 심사, 보험, 보상",경력무관,대졸↑,~2021.07.09,https://www.jobkorea.co.kr/Company/1371543
㈜대웅제약,[대웅제약] 나보타연구2팀 동물평가담당 주니어경력사원 모집,"바이오, 제약, 식품",경력,초대졸↑,~2021.06.23,https://www.jobkorea.co.kr/Company/1571753
SK㈜,[정규직] 클라우드 기술 담당,"ERP, 시스템분석, 설계, 시스템프로그래머, 네트워크, 서버, 보안",경력무관,학력무관,~2021.06.23,https://www.jobkorea.co.kr/Company/1571753
SK㈜,[정규직] 관계사 Azure Cloud 구축/운영,"네트워크, 서버, 보안, 빅데이터, AI(인공지능)",경력무관,학력무관,~2021.06.23,https://www.jobkorea.co.kr/Company/1571753
한국도키멕 주식회사,[청주/대구] 각 부문 신입 및 경력 사원 채용,"해외영업, 무역영업, 제품, 서비스영업, IT, 솔루션, 기술영업 외",신입·경력,대졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1571120
동원그룹,[동원F&B] 특성화/실업계고 전형 (경영지원 재경/기획팀),"경리, 회계, 결산, 재무, 세무, IR, 사무보조, 문서작성",신입·경력,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1571120
㈜이루온,㈜이루온 시스템엔지니어 모집,"응용프로그래머, 통신기술, 네트워크구축, 네트워크, 서버, 보안",신입·경력,학력무관,~2021.06.23,https://www.jobkorea.co.kr/Company/1577512
㈜와이드모바일,웹 퍼블리셔 경력자 모집,"컨텐츠, 사이트운영, HTML, 퍼블리싱, UI개발, 웹디자인 외",경력,학력무관,~2021.06.27,https://www.jobkorea.co.kr/Company/1690873
㈜한성식품,(주)한성식품 구매팀 사원 모집,"구매, 자재, 유통, 물류, 재고, 사무보조, 문서작성",경력무관,학력무관,~2021.08.08,https://www.jobkorea.co.kr/Company/1473765
㈜엠씨넥스,"연구소 신입 채용(하드웨어, 기구설계, SW) - 정규직","전기, 전자, 제어, 기계설계, CAD, CAM",신입,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1910034
SK㈜,[정규직] ADT캡스 Cloud 인프라 구축/운영 프로젝트 수행 인력,"네트워크, 서버, 보안",경력무관,학력무관,~2021.06.13,https://www.jobkorea.co.kr/Company/1910034
CJ제일제당㈜,2021년 (식품) 2차 생산기술직 신입채용,"사무, 총무, 법무, 전기, 소방, 통신, 안전, 생산관리, 공정관리, 품질관리",신입,고졸↑,~2021.06.16,https://www.jobkorea.co.kr/Company/1436838
㈜코비젼,[강소/벤처기업] (주)코비젼 각 부문 경력직 채용 (JAVA/.NET/PM/PMO/영업/인프라엔지니어),"기획, 전략, 경영, 웹프로그래머, 응용프로그래머 외",경력,학력무관,~2021.06.16,https://www.jobkorea.co.kr/Company/1436838
피에스케이그룹,[PSK그룹] 병역특례-전문연구요원 2차 모집,"반도체, 디스플레이",신입,석사↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1345781
㈜웨이코스,각 부문별 경력직 채용(마케팅/MD/AMD/AS기술/영업지원),"경리, 회계, 결산, 마케팅, 광고, 분석, 네트워크, 서버, 보안 외",경력,고졸↑,~2021.06.30,https://www.jobkorea.co.kr/Company/1806473
한영회계법인,[EY한영] Risk Management본부 Core RM 인턴 모집,"기획, 전략, 경영, 사무, 총무, 법무",인턴·신입,대졸↑,~2021.06.25,https://www.jobkorea.co.kr/Company/16151846
㈜아프리카TV,[아프리카TV] 서버개발,웹프로그래머,경력,학력무관,~2021.06.30,https://www.jobkorea.co.kr/Company/1528345
KCC정보통신,[KCC정보통신] 2021년 신입 및 경력사원 특별채용,"웹프로그래머, 응용프로그래머, 시스템프로그래머 외",신입·경력,초대졸↑,~2021.06.30,https://www.jobkorea.co.kr/Company/1833639
㈜휴넷,"2021년 ㈜휴넷 팀장 포지션 모집(사업기획,서비스기획,개발)","기획, 전략, 경영, 웹기획, PM, ERP, 시스템분석, 설계 외",경력,초대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1622281
에스앤아이코퍼레이션,[건설] 프로젝트 전문직 채용 (건축/전기/안전/보건),"시공, 현장, 감리, 공무, 생산관리, 공정관리, 품질관리, 전기, 소방, 통신, 안전",경력,초대졸↑,~2021.06.17,https://www.jobkorea.co.kr/Company/1671321
㈜신성기전,기술영업부/생산부 - 정규직 채용,"제품, 서비스영업, IT, 솔루션, 기술영업, 영업관리, 지원, 영업기획 외",신입·경력,고졸↑,~2021.06.30,https://www.jobkorea.co.kr//Recruit/Co_Read/C/ss0435?Oem_Code=C1&PageGbn=ST
현대자동차㈜,생산관리(체코법인),"구매, 자재",신입·경력,대졸↑,~2021.06.18,https://www.jobkorea.co.kr/Company/1360583
㈜로그온커머스,2021년 로그온커머스 [웹디자이너] 신입/경력 채용,"컨텐츠, 사이트운영, 웹디자인, 그래픽디자인, CG 외",신입·경력,학력무관,~2021.06.18,https://www.jobkorea.co.kr/Company/1360583
㈜에이앤티에스,구매 실무 담당자 채용,"구매, 자재",경력,대졸↑,~2021.07.09,https://www.jobkorea.co.kr/Company/1834726
㈜예람,2021 (주)예람 상반기 경력 및 신입 채용,"기획, 전략, 경영, 사무보조, 문서작성, 웹프로그래머 외",인턴·경력무관,초대졸↑,~2021.06.23,https://www.jobkorea.co.kr/Company/1800450
KBS미디어㈜,"2021년 일반직(경력) 공개채용(iOS개발, DBA)","응용프로그래머, DBA, 데이터베이스",경력,학력무관,~2021.06.16,https://www.jobkorea.co.kr/Company/1426218
이타스코리아㈜,이타스코리아 하반기 인턴 채용(추가모집),"사무, 총무, 법무, ERP, 시스템분석, 설계, 소프트웨어, 하드웨어 외",인턴·신입,대졸↑,~2021.06.13,https://www.jobkorea.co.kr//Recruit/Co_Read/C/etaskorea?Oem_Code=C1&PageGbn=ST
㈜아이디스,[판교] 웹개발 경력사원 모집,"웹프로그래머, 웹디자인",경력,초대졸↑,~2021.06.13,https://www.jobkorea.co.kr//Recruit/Co_Read/C/etaskorea?Oem_Code=C1&PageGbn=ST
대웅바이오㈜,[대웅바이오] 의약품 생산 담당자 모집 (안성공장),"생산관리, 공정관리, 품질관리, 바이오, 제약, 식품",경력,초대졸↑,~2021.07.08,https://www.jobkorea.co.kr/Company/1552366
㈜실리콘웍스,N-R&D 경력사원 수시채용,"생산관리, 공정관리, 품질관리, 구매, 자재, 인사, 노무, 교육",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1786569
㈜삼화양행,(주)삼화양행 본사 회계부문 경력직 채용,"사무, 총무, 법무, 재무, 세무, IR, 경리, 회계, 결산",경력,대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1737559
㈜한진,㈜한진 정비사(인턴) 채용(송파/구로/대전),"유통, 물류, 재고, 배송, 택배, 운송",인턴·신입,초대졸↑,~2021.06.20,https://www.jobkorea.co.kr/Company/1737559
㈜씨앤에이글로벌,온라인 MD/홈쇼핑 MD(상품기획/온라인영업/운영) 채용,"마케팅, 광고, 분석, 홍보, PR, 웹기획, PM 외",경력,학력무관,~2021.06.20,https://www.jobkorea.co.kr/Company/1737559
대우조선해양건설㈜,2021년 경력직 채용 [회계자금],"재무, 세무, IR, 경리, 회계, 결산",경력,대졸↑,~2021.06.30,https://www.jobkorea.co.kr//Recruit/Co_Read/C/dsmecc?Oem_Code=C1&PageGbn=ST
대우조선해양건설㈜,2021년 경력직 채용 [회계자금],"재무, 세무, IR, 경리, 회계, 결산",경력,대졸↑,~2021.06.30,https://www.jobkorea.co.kr//Recruit/Co_Read/C/dsmecc?Oem_Code=C1&PageGbn=ST
대우조선해양건설㈜,2021년 경력직 채용 [회계자금],"재무, 세무, IR, 경리, 회계, 결산",경력,대졸↑,~2021.06.30,https://www.jobkorea.co.kr//Recruit/Co_Read/C/dsmecc?Oem_Code=C1&PageGbn=ST
대우조선해양건설㈜,2021년 경력직 채용 [회계자금],"재무, 세무, IR, 경리, 회계, 결산",경력,대졸↑,~2021.06.30,https://www.jobkorea.co.kr//Recruit/Co_Read/C/dsmecc?Oem_Code=C1&PageGbn=ST
대우조선해양건설㈜,2021년 경력직 채용 [회계자금],"재무, 세무, IR, 경리, 회계, 결산",경력,대졸↑,~2021.06.30,https://www.jobkorea.co.kr//Recruit/Co_Read/C/dsmecc?Oem_Code=C1&PageGbn=ST
